name,향수_note
Reveal Men Calvin Klein,"aquatic, sweet, amber, fruity, aromatic, warm spicy, fresh, woody, ozonic, vanilla, Melon, Brandy, Pear, Mastic or Lentisque, Ginger, Agave, Salt, Suede, Clary Sage, Tonka Bean, Amber, Vetiver"
212 Heroes For Men Body Spray Carolina Herrera,"fruity, aromatic, sweet, aquatic, fresh, musky, herbal, warm spicy, leather, fresh spicy, Pear, Ginger, Sage, Geranium, Leather, Musk"
Virgin Mint Carolina Herrera,"aromatic, fresh spicy, green, citrus, musky, woody, powdery, Bergamot, Mandarin Orange, Geranium, Vetiver, Mint, White Musk"
Nuage Freshness CIEL Parfum,"woody, amber, fresh spicy, citrus, powdery, aromatic, warm spicy, Bergamot, Lemon, Cedar, Geranium, Pepper, Amber, Cedar, Sandalwood, Musk"
Instinct After Dark David Beckham,"citrus, aromatic, amber, fresh spicy, vanilla, soft spicy, warm spicy, powdery, anis, green, Mandarin Leaf, Grapefruit, Bergamot, Star Anise, Cardamom, Pepper, White Amber, Vanilla"
Musk #15 Demeter Fragrance,"mossy, fresh spicy, aromatic, earthy, white floral, rose, musky, floral, herbal, woody, Peach Blossom, Lemon, Strawberry, Geranium, Lily-of-the-Valley, Jasmine, Rose, Oakmoss, White Musk, Tonka Bean"
Dior Homme Original Dior,"iris, earthy, aromatic, warm spicy, powdery, woody, violet, Tuscan Iris, Guatemalan Cardamom, Vetiver"
L'Eau de L'Eau Diptyque,"warm spicy, citrus, aromatic, fresh spicy, cinnamon, lavender, Green Mandarin, Lemon, Grapefruit, Petitgrain, Cloves, Ginger, Cinnamon, Lavender, Geranium, Orange Blossom, Pimento, Benzoin, Patchouli, Tonka Bean"
Bon Vivant DSH Perfumes,"citrus, white floral, herbal, fresh spicy, aromatic, powdery, woody, musky, amber, Lemon Blossom, Lemon Verbena, Amalfi Lemon, Marjoram, Jasmine, Musk, Sandalwood, Amber"
Maestro Dzintars,"aromatic, woody, citrus, fresh spicy, powdery, leather, musky, patchouli, lavender, earthy, Lemon, Bergamot, Petitgrain, Lavender, Vetiver, Patchouli, Clary Sage, Geranium, Juniper, Sandalwood, Leather, Musk"
North Shore Edenbridge,"aromatic, fresh spicy, green, woody, herbal, patchouli, lavender, amber, warm spicy, Lavender, Rosemary, Geranium, Basil, Mint, Amber, Patchouli"
Cap d'Antibes EIGHT & BOB,"green, woody, smoky, ozonic, leather, aquatic, aromatic, vanilla, warm spicy, amber, Violet Leaf, Mint, Birch, Green Notes, Moss, Cinnamon, Cedar, Vanilla, Incense"
Green Tea Lavender Elizabeth Arden,"lavender, aromatic, green, citrus, fresh spicy, herbal, floral, fresh, musky, Amalfi Lemon, Chamomile, Mint, Mandarin Orange, Lavender, Tea, Magnolia, Musk, Ambrette (Musk Mallow), Birch"
Sole 149 Emilio Pucci,"aromatic, green, white floral, fresh spicy, woody, earthy, Tomato Leaf, Galbanum, Jasmine, Vetiver, Patchouli"
Inner Realm For Men Eau de Cologne Erox,"aromatic, woody, warm spicy, ozonic, fresh spicy, citrus, green, lavender, herbal, vanilla, Lavender, Violet Leaf, Ginger, Lemon, Basil, Ozonic notes, Cardamom, Tonka Bean, Sandalowood, Vetiver, Cedar"
Smokin' Hot ESSNCE,"aromatic, woody, warm spicy, sweet, soft spicy, powdery, fruity, amber, lavender, violet, Pink Pepper, Cardamom, Violet, Mint, Pineapple, Lavender, Cinnamon, Melon, Sage, Guaiac Wood, Chestnut, Vanilla, Cedar, Amber"
Eudora H Energy Eudora,"aromatic, green, aquatic, fresh spicy, fresh, citrus, woody, Mint, Watery Notes, Ice, Bergamot, Sicilian Lemon, Sea Notes, Lavender, Sage, Atlas Cedar, Musk, Vetiver"
Citizen X Ex Nihilo,"amber, woody, fresh spicy, powdery, iris, musky, balsamic, warm spicy, aromatic, violet, Mastic or Lentisque, White Pepper, Iris, Olibanum, Musk, Amberwood"
Caffè Latte Fernanda | フェルナンダ,"warm spicy, coffee, woody, lactonic, aromatic, Cardamom, Roasted Coffee Beans, Coffee, Milk, Woody Notes"
Very Coffee Fernanda | フェルナンダ,"warm spicy, coffee, woody, aromatic, Roasted Coffee Beans, Coffee, Cardamom, Woody Notes"
Ferrari Passion Unlimited Ferrari,"woody, aromatic, citrus, fresh spicy, warm spicy, patchouli, lavender, Grapefruit, Sicilian Lemon, Cypress, Cardamom, Lavender, Caraway, Patchouli, Cedar"
Baby Fiorucci,"citrus, powdery, floral, sweet, white floral, lavender, yellow floral, musky, aromatic, fresh spicy, Bergamot, Freesia, Tangerine, Lavender, Ylang-Ylang, Lily-of-the-Valley, Musk, Tonka Bean, Powdery Notes"
Royal White Flamboyant,"woody, aromatic, herbal, lavender, conifer, fresh spicy, balsamic, patchouli, warm spicy, green, Pine Tree, Artemisia, Lavender, Rose, Sandalwood, Patchouli, Tonka Bean, White Musk"
Scream Botanical Parfum Fleurage,"sweet, fresh spicy, woody, smoky, citrus, earthy, floral, tobacco, green, leather, Citruses, Herbal Notes, Pepper, Floral Notes, Sweet Notes, Green Notes, Woody Notes, Soil Tincture, Incense, Leather, Tobacco"
M. Balode Florascent,"yellow floral, patchouli, sweet, musky, wine, herbal, warm spicy, aromatic, woody, vanilla, Red Wine, Artemisia, Broom, Musk, Patchouli, Tonka Bean"
Lavender Floris,"lavender, aromatic, fresh spicy, herbal, woody, powdery, citrus, floral, Clary Sage, Bergamot, Lavender, Geranium, Jasmine, Violet, Cedar, Vanilla"
Tobacco Pod For the Scent of It,"white floral, warm spicy, vanilla, woody, Spices, Bulgarian Light Tobacco, Vanilla, Cedar"
Concerto Fragonard,"citrus, green, white floral, fresh spicy, fresh, ozonic, Bergamot, Mandarin Orange, Lemon, Tea, Jasmine, Melon, Rose, Spices, Amber, Sandalwood, Patchouli"
Musc Franck Boclet,"leather, musky, balsamic, powdery, amber, animalic, lactonic, iris, warm spicy, woody, Musk, Spices, Milk, Iris, Rose, Leather, Musk, Peru Balsam"
Lost Man Fulton & Roark,"aromatic, woody, citrus, fresh spicy, leather, conifer, Grapefruit, elemi, Mandarin Orange, Clary Sage, Geranium, Leather, Vetiver, Siberian Pine, Cedarwood"
Vincent Gentleman’s Nod,"citrus, woody, aromatic, fresh spicy, sweet, earthy, almond, mossy, lavender, amber, Almond, Bergamot, Grapefruit, Lime, Orange, Palisander Rosewood, Cypress, Lavender, Tonka Bean, Orcanox™, Oakmoss, Vetiver"
Celeste Giardini Di Toscana,"violet, powdery, vanilla, floral, sweet, amber, marine, fruity, citrus, musky, Sea water, Lime, Violet, Raspberry, Exotic floral notes, Vanilla Sugar, Ambroxan"
Emporio Armani Diamonds Summer Fraiche for Men Giorgio Armani,"aquatic, marine, woody, cacao, aromatic, fresh, warm spicy, salty, Watery Notes, Sea Notes, Cedar, Cacao"
P.U.R.E. Silver Giorgio Valenti,"citrus, amber, white floral, vanilla, fresh spicy, powdery, aromatic, musky, woody, fruity, Bergamot, Mandarin Orange, Cardamom, Green Apple, Jasmine, Coriander, Nutmeg, Caraway, Vanilla, Amber, Musk, Cedar"
Pour Monsieur Chanel,"aromatic, citrus, woody, earthy, mossy, warm spicy, green, fresh, fresh spicy, herbal, Sicilian Lemon, Petitgrain, Neroli, Cardamom, Ginger, Coriander, Basil, Oakmoss, Vetiver, Cedar"
Ma Griffe Eau de Cologne Carven,"aromatic, white floral, aldehydic, fresh, green, woody, soft spicy, citrus, yellow floral, cinnamon, Aldehydes, Clary Sage, Galbanum, Bergamot, Gardenia, Jasmine, Ylang-Ylang, Rose, Cinnamon, Tonka Bean, Vetiver"
Paris – Deauville Chanel,"citrus, green, fresh spicy, aromatic, patchouli, floral, fresh, woody, Basil, Lime, Sicilian Orange, Bergamot, Petitgrain, Lemon, Green Notes, Hedione, Jasmine, Rose, Patchouli"
Sottosopra Cale Fragranze d’Autore,"amber, woody, aromatic, animalic, leather, earthy, green, patchouli, fresh spicy, warm spicy, Mint, Lemon, Bergamot, Plum, Strawberry, Lily-of-the-Valley, Sea Notes, Jasmine, Vetiver, Leather, Ambergris, Patchouli, Olibanum, Musk, White Musk"
Silhouette Au Naturel Christian Siriano,"musky, fruity, powdery, woody, green, citrus, white floral, sweet, lactonic, animalic, Pear Leaf, Peach, Mandarin Orange, Coconut Blossom, Gardenia, Water Lily, Musk, Sandal, Sandalwood"
Agua de Colonia No.1 Bergamot & Vetyver Claus Porto,"patchouli, woody, citrus, rose, earthy, warm spicy, balsamic, musky, white floral, vanilla, Bergamot, Mandarin Orange, Patchouli, Rose, Jasmine, Vetiver, Vanilla, Musk"
Diorling Dior,"earthy, floral, woody, green, leather, white floral, rose, mossy, fresh spicy, powdery, Hyacinth, Bergamot, Rose, Iris, Jasmine, Lily-of-the-Valley, Leather, oak moss, Vetiver, Musk, Patchouli"
Les Creations de Monsieur Dior Diorling Dior,"leather, white floral, patchouli, citrus, woody, animalic, warm spicy, fresh spicy, earthy, floral, Bergamot, Jasmine, Leather, Patchouli"
OFFICIAL DIWAN,"fresh spicy, aromatic, citrus, rose, amber, white floral, vanilla, patchouli, ozonic, warm spicy, Violet Leaf, Coriander, Bergamot, Rose, Black Pepper, Lily-of-the-Valley, Ambergris, Patchouli, Bourbon Vanilla"
Vecrīga (Старая Рига) Dzintars,"amber, vanilla, fresh spicy, aromatic, citrus, white floral, rose, warm spicy, woody, sweet, Bergamot, Neroli, Geranium, Ylang Ylang, Rose, Jasmine, Patchouli, Tonka Bean, Leather, Vanilla, Benzoin, Amber"
Cheeky Chypre EAU.MG,"amber, rose, warm spicy, citrus, woody, floral, fresh spicy, aromatic, balsamic, fresh, Lemon, Mandarin Orange, Rhubarb, Rose, Olibanum, Peony, Saffron, Sandalwood, Patchouli, Cedarwood, Benzoin, Labdanum"
Cologne Royale Ed Pinaud,"citrus, aromatic, woody, fresh spicy, marine, powdery, musky, green, fresh, salty, Lime, Juniper Berries, Citruses, Green Tea, Sandalwood"
Iris Chypre Elixir Attar,"amber, warm spicy, woody, iris, powdery, earthy, vanilla, balsamic, sweet, citrus, Cloves, Bergamot, Cinnamon, Ginger, Jasmine, Ylang-Ylang, Rose de Mai, Orris Root, Iris, Labdanum, Oakmoss, Vanilla, Styrax, Ambergris, Tonka Bean, Patchouli, Benzoin, Cedar"
Symphonie De Vert Exquise Elixir Attar,"floral, green, amber, white floral, powdery, woody, violet, aromatic, citrus, iris, Water Hyacinth, Lime, Galbanum, Violet, Incense, Iris, Lily-of-the-Valley, Tuberose, Blue Lotus, Geranium, Jasmine, Carnation, Ylang-Ylang, Mitti Attar, Oakmoss, Styrax, Benzoin, Ambergris, Musk, Orris Root"
Azuree Estée Lauder,"aromatic, earthy, fresh spicy, herbal, woody, mossy, leather, animalic, aldehydic, citrus, Aldehydes, Bergamot, Sage, Artemisia, Basil, Gardenia, Vetiver, Geranium, Orris Root, Jasmine, Cyclamen, Ylang-Ylang, Rose, Oakmoss, Leather, Patchouli, Amber, Musk"
Eudora Royal Eudora,"woody, white floral, citrus, powdery, floral, yellow floral, fresh, sweet, fresh spicy, vanilla, Green Pear, Grapefruit, Bergamot, Orange, Apple, Ylang-Ylang, Jasmine, Peony, Orange Blossom, Lily-of-the-Valley, Pepper, Davana, Sandalwood, Vanilla, Orchid Black Diamond, Moss, Cashmeran, Musk"
French Affair Ex Nihilo,"woody, earthy, mossy, aromatic, rose, musky, patchouli, powdery, ozonic, aquatic, Litchi, Violet Leaf, Bergamot, Rose Oil, Atlas Cedar, Angelica, Oakmoss, Vetiver, Patchouli"
Праздник урожая (Harvest Fest) Eau de Cologne Flora,"woody, fresh spicy, aromatic, fruity, floral, rose, powdery, earthy, citrus, leather, Bergamot, Aldehydes, Geranium, Grapes, grapeflower, Rose, Violet, Oregano, Dried Fruits, Leather, Woody Notes, Patchouli, Oakmoss, Musk"
La Terre Floratropia,"woody, aromatic, earthy, green, warm spicy, Angelica, Violet Leaf, Absinthe, Ginger flower, Narcissus, Haitian Vetiver, Papyrus, Indian Patchouli"
Freedom EDT Förster and Johnsen,"aromatic, fresh spicy, warm spicy, citrus, woody, powdery, patchouli, musky, amber, marine, Cardamom, Basil, Pepper, Grapefruit, Melon, Sea water, Geranium, Musk, Sandalwood, Patchouli, Amber"
Oeuvre I Fragrenza,"woody, white floral, warm spicy, aromatic, sweet, amber, green, citrus, rose, Wild Orange, Plum, Cardamom, Ylang-Ylang, Rose, Jasmine, Tuberose, Lily-of-the-Valley, Papyrus, Cedar, Guaiac Wood, Olibanum, Tonka Bean, Sandalwood, Vetiver"
Eau de Passion Intense Franck Olivier,"aromatic, citrus, fresh spicy, musky, green, amber, earthy, warm spicy, mossy, powdery, Mint, Mandarin Orange, Lemon, Bergamot, Cloves, Geranium, Vetiver, Musk, Amber, Oakmoss"
Ramble Fulton & Roark,"fresh spicy, woody, aromatic, earthy, citrus, balsamic, lavender, mossy, patchouli, conifer, Pomelo, Black Pepper, Bamboo Leaf, Balsam Fir, elemi, Lavender, Oakmoss, Patchouli"
Pantoum FZOTIC,"citrus, floral, woody, mossy, amber, earthy, fresh spicy, white floral, aromatic, Bergamot, Grapefruit, Mandarin Orange, Magnolia, Neroli, Oakmoss, Cedar, Labdanum"
Seigneur Galimard,"fresh spicy, powdery, leather, green, warm spicy, violet, white floral, patchouli, woody, animalic, Green Notes, Tangerine, Violet Leaf, Nutmeg, Violet, Jasmine, Caraway, Clove, Leather, Patchouli, Vanille, Musk, Cedar"
GFF Uomo Gianfranco Ferre,"woody, aromatic, rose, earthy, floral, citrus, green, white floral, mossy, warm spicy, Lavender, Galbanum, Mandarin Orange, Lemon, Rose, Carnation, Ylang-Ylang, Lily-of-the-Valley, Jasmine, Oakmoss, Vetiver, Sandalwood, Patchouli"
Chypre Godet,"earthy, amber, mossy, citrus, woody, iris, warm spicy, green, balsamic, aromatic, Bergamot, Rose, Lemon, Pepper, Iris, Galbanum, Cedar, Oakmoss, Benzoin, Patchouli, Incense"
Arsene Lupin Voyou Eau de Parfum Guerlain,"aromatic, warm spicy, herbal, woody, amber, soft spicy, citrus, balsamic, patchouli, Coriander, Artemisia, Lemon, Bergamot, Sage, Clove, Bulgarian Rose, Cardamom, Sandalwood, Benzoin, Patchouli, Labdanum"
Gucci Pour Homme (1976) Gucci,"woody, fresh spicy, aromatic, warm spicy, citrus, earthy, powdery, mossy, amber, leather, Bergamot, Amalfi Lemon, Lavender, Basil, Sandalwood, Patchouli, Carnation, Iris, Spices, Geranium, Virginia Cedar, Jasmine, Pepper, Oakmoss, Leather, French labdanum, Musk, Amber, Tonka Bean, Vanilla"
Apercu Houbigant,"warm spicy, woody, aromatic, earthy, green, citrus, mossy, fresh spicy, white floral, cinnamon, Green Notes, Amalfi Lemon, Jasmine, Bergamot, Neroli, Tuberose, Cinnamon, Geranium, Ylang-Ylang, Oakmoss, Clove, Patchouli, Cassia, Vetiver, Sandalwood"
Slytherin™ Parfum House Of Sillage,"citrus, woody, warm spicy, aromatic, patchouli, tobacco, powdery, musky, fresh spicy, sweet, Grapefruit, Bergamot, Cardamom, Tobacco, Clary Sage, Black Rose, Patchouli, Australian Sandalwood, Musk"
La Notte di Angelica I Profumi di Firenze,"woody, yellow floral, floral, beeswax, citrus, sweet, honey, animalic, white floral, aromatic, Mandarin Orange, Bergamot, Pink Pepper, Ylang-Ylang, Beeswax, Magnolia, Jasmine, Rose, Amyris, ebony tree, Patchouli, Cedar"
Pebenegra Isnard,"fresh spicy, woody, aromatic, warm spicy, citrus, lavender, earthy, balsamic, amber, white floral, Black Pepper, Lavender, Bergamot, Grapefruit, Cedar, Cloves, Elemi resin, Jasmine, Labdanum, Vetiver, Guaiac Wood, Oakmoss"
N?roli & Petit Grain Printanier 100 Bon,"citrus, white floral, aromatic, Mandarin Orange, Orange, Lemon, Orange Blossom, Neroli, Jasmine, Petitgrain, Vanilla"
Chambord 12 Parfumeurs Francais,"fresh spicy, woody, citrus, aromatic, warm spicy, patchouli, earthy, Bergamot, Grapefruit, Orange, Pepper, Patchouli, Geranium, Neroli, Woody Notes, Vetiver, Musk"
Citrus Oud 1667,"citrus, oud, fresh, fresh spicy, white floral, Citruses, Neroli, Agarwood (Oud)"
Orange Kush 19-69,"citrus, white floral, woody, aromatic, fresh spicy, sweet, Orange, Mandarin Orange, Red Apple, Sicilian Bergamot, Grapefruit, Mandarin Blossom, Jasmine, Lily, cannabis, Ylang-Ylang, Grapefruit Leaf, Vanilla, Sandalwood, Cedar"
Verbena 1907,"citrus, fresh spicy, white floral, aromatic, herbal, powdery, Lemon Verbena, Brazilian Orange, Lemongrass, Calabrian bergamot, Caraway, Egyptian Jasmine, Lily-of-the-Valley, Geranium, Orange Blossom, Heliotrope"
Rhubarb and Citrus Cologne 4160 Tuesdays,"citrus, green, aromatic, fruity, fresh spicy, Grapefruit, Lemon, Mandarin Orange, Rhubarb, Bergamot, Green Leaves"
4711 Remix Cologne Edition 2018 4711,"citrus, fresh, fresh spicy, woody, Bergamot, Lemon, Tea, Bitter Orange, Neroli, Gentiana, Musk, Cedar, Cashmeran"
Troika Juchten 4711,"citrus, aromatic, woody, fresh spicy, powdery, mossy, musky, floral, earthy, Bergamot, Lemon, Thyme, Neroli, Carnation, Cedar, Musk, Oakmoss, Isobutyl Quinoline"
Blood Orange Aaron Terence Hughes,"citrus, musky, powdery, fruity, Mandarin Orange, Blood Orange, Tangerine, Jasmine Sambac, Musk, Amber, Sandalwood"
High Voltage Aaron Terence Hughes,"amber, citrus, woody, musky, warm spicy, Grapefruit, Lemon, Orange, Ambroxan, Amberwood, Patchouli, Sandalwood"
Neroli Aaron Terence Hughes,"white floral, citrus, woody, floral, fresh, Neroli, Jasmine Sambac, Sandalwood"
Ozone Aaron Terence Hughes,"coconut, green, ozonic, citrus, sweet, aromatic, fresh spicy, lactonic, amber, woody, Ozonic notes, Lime, Coconut, Peppermint, Cappuccino, Skin, Ambergris, Patchouli, Driftwood"
Bambini Abdes Salaam Attars Perfumes,"citrus, white floral, fresh, Tangerine, Lemon, Grapefruit, Orange, Neroli, Neroli"
K|sual Abelha Rainha,"citrus, aromatic, fresh spicy, powdery, woody, white floral, musky, lavender, yellow floral, sweet, Mandarin Orange, Bergamot, Grapefruit, Rosemary, Orange Blossom, Lavender, Thyme, Mimosa, Musk, Sandalwood"
2828 Acqua Alpes,"citrus, aromatic, fresh spicy, woody, white floral, green, Lemon, Mandarin Orange, Bergamot, Jasmine, Cedar, Basil"
1853 Man Acqua di Genova,"citrus, white floral, woody, powdery, musky, animalic, amber, sweet, Lemon, Bergamot, Orange Blossom, Orange, Sandalwood, Musk, Ambergris, Citruses, Patchouli"
Fontana di Trevi XII Acqua di Genova,"white floral, citrus, floral, musky, fresh spicy, Magnolia, Bergamot, African Orange Flower, Lime, White Flowers, Jasmine, Musk"
Acqua di Parma Colonia Edizione Centenario Acqua di Parma,"citrus, aromatic, woody, fresh spicy, powdery, white floral, lavender, musky, rose, earthy, Lemon, Rosemary, Citruses, Lemon Verbena, Jasmine, Lavender, Rose, Musk, Sandalwood, Vetiver, Amber, Patchouli"
Sakura Eau de Parfum Acqua di Parma,"floral, citrus, musky, fresh, white floral, fruity, powdery, Calabrian bergamot, Yellow Mandarin, Pink Pepper, Cherry Blossom, Jasmine Sambac, Musk"
Acqua di Portokali Eau de Parfum Acqua di Portokali,"citrus, rose, fresh spicy, aromatic, woody, Bergamot, Lemon, Orange, White Rose, Cedar"
Acqua di Taormina Acqua di Taormina Parfums,"citrus, woody, mossy, aromatic, white floral, earthy, Bergamot, Lemon, Tangerine, Lily-of-the-Valley, Oakmoss, Cedar, Musk, Sandalwood, Amber"
Vituzza Acqua di Taormina Parfums,"aldehydic, rose, vanilla, citrus, fresh, fruity, sweet, powdery, floral, soapy, Bergamot, Orange, Aldehydes, Rose, Peach, Vanilla"
Born Original Today Pour Lui Adidas,"citrus, aromatic, amber, soft spicy, cinnamon, conifer, white floral, sweet, warm spicy, Lime, Mandarin Orange, elemi, Coriander, Cinnamon, Orange Blossom, Amber"
Agrumes Boisés Adopt Parfums,"citrus, woody, Orange, Bergamot, Lime, Lemon, Mandarin Orange, Floral Notes, Woody Notes, Amber, Musk"
Citronnade Adopt Parfums,"citrus, warm spicy, woody, aromatic, fresh, Italian Lemon, Italian Orange, Grapefruit, Ginger, Sandalwood"
Néroli Adopt Parfums,"white floral, citrus, green, Neroli, Petitgrain, Orange Blossom, Jasmine, White Musk"
Orange Mandarine Patchouly Adopt Parfums,"citrus, patchouli, white floral, woody, warm spicy, Mandarin Orange, Orange, Jasmine, Gardenia, Patchouli"
Karst Aesop,"aromatic, fresh spicy, woody, citrus, soft spicy, Juniper, Bergamot, Pink Pepper, Rosemary, Sage, Cumin, Vetiver, Sandalwood, Cedar"
Naked Dance .Oddity,"powdery, woody, iris, earthy, clay, amber, musky, violet, fresh spicy, warm spicy, Green Tea, Bergamot, Orange Blossom, Iris, Clay, Rice, Lily, Turkish Rose, White Musk, Olibanum, Sandalwood, Benzoin, Guaiac Wood, Vetiver"
Glam Flower 100 Bon,"woody, powdery, fresh, citrus, rose, musky, white floral, vanilla, patchouli, amber, Citruses, Lily of the Valley, Patchouli, Cedar, Rose, Vanilla, Vetiver, Amber, Musk"
Iris Sofarana 109 Parfums,"iris, powdery, earthy, violet, floral, rose, woody, Iris, Orris, Neroli, Rose Water"
Eau de Karl Antony 10th Avenue Karl Antony,"citrus, aromatic, floral, Lemon, Bergamot, Mandarin Orange, Jasmine, Carnation, Coriander, Amber, White Musk"
Hobby VIP 10th Avenue Karl Antony,"floral, powdery, violet, vanilla, fruity, sweet, rose, amber, woody, balsamic, Black Currant, Hawthorn, Violet, Rose, Jasmine, Vanilla, Opoponax, White Musk"
Ma Fleur Couture 10th Avenue Karl Antony,"woody, tuberose, green, white floral, fruity, citrus, powdery, fresh spicy, sweet, animalic, Pomegranate, Tangerine, Tea, Tuberose, Freesia, Sandalwood, White Musk"
Marquise De Maintenon 12 Parfumeurs Francais,"citrus, rose, powdery, white floral, woody, floral, ozonic, aquatic, yellow floral, musky, Mandarin Orange, Rose, Violet Leaf, Jasmine, Mimosa, Sandalwood, Musk, Patchouli"
Princesse De Savoie 12 Parfumeurs Francais,"woody, citrus, powdery, white floral, fresh spicy, warm spicy, musky, fresh, aromatic, green, Bergamot, Nutmeg, Mandarin Orange, Lily-of-the-Valley, Jasmine, Sandalwood, Musk"
Jasmine 1907,"white floral, powdery, woody, vanilla, musky, amber, floral, warm spicy, almond, animalic, Egyptian Jasmine, Heliotrope, Lily, Sandalwood, Indonesian Patchouli Leaf, Precious Woods, White Musk, Amber, Madagascar Vanilla"
Lilaganza 1907,"floral, fresh, rose, powdery, green, violet, vanilla, Neroli, Lilac, Rose, Violet, Vanilla, Cedar"
Vanilla Dry 1907,"white floral, vanilla, sweet, woody, yellow floral, powdery, coconut, citrus, musky, Ylang-Ylang, Orange, Mandarin Orange, Tiare Flower, Jasmine, Lily-of-the-Valley, Vanilla, Coconut, Sandalwood, White Musk"
Eat Flowers 4160 Tuesdays,"white floral, yellow floral, woody, powdery, iris, sweet, fresh spicy, tuberose, rose, floral, Lime (Linden) Blossom, Neroli, Lemon Blossom, Iris, Tuberose, Lily, Geranium, Rose, White Woods, Cabreuva, Musk"
Flora Psychedelica 4160 Tuesdays,"aromatic, fresh spicy, rose, powdery, green, floral, iris, citrus, herbal, fresh, Absinthe, Rose, Petitgrain, Lemon, Lily, Rose Geranium, Jasmine Tea, Lime (Linden) Blossom, Celery, Orris Root, Black Pepper, Carrot"
Fluffy Lemon Top 4160 Tuesdays,"citrus, sweet, vanilla, mossy, powdery, earthy, musky, fresh spicy, aromatic, woody, Bergamot, Orange, Mandarin Orange, White Chocolate, Iris, Narcissus, Lily-of-the-Valley, Vanilla, Moss, Musk, Tonka Bean"
Freeway 4160 Tuesdays,"woody, citrus, vanilla, white floral, sweet, tobacco, aromatic, cannabis, green, herbal, Mandarin Orange, Petitgrain, Tobacco, Rum, Orange Blossom, Jasmine, Vanilla, Woody Notes, cannabis, Brandy"
Killer Rose 4160 Tuesdays,"amber, powdery, violet, rose, woody, sweet, fresh spicy, balsamic, floral, citrus, Peach, Yuzu, Geranium, Violet, Rose, Iris, Jasmine, Opoponax, Labdanum, Patchouli, Musk"
Paradox 4160 Tuesdays,"citrus, powdery, violet, iris, white floral, floral, green, fresh spicy, aromatic, musky, Grapefruit, Yuzu, Orange Blossom, Violet, Petitgrain, Iris, Musk"
Pillow Talk 4160 Tuesdays,"sweet, woody, yellow floral, vanilla, fresh spicy, powdery, amber, white floral, soft spicy, citrus, Orange Blossom, Pink Pepper, Yuzu, Ylang Ylang, Black Pepper, Jasmine, Bergamot, Vanilla, Sandal, Amber"
4711 Acqua Colonia Cotton & Almond 4711,"almond, powdery, floral, nutty, fruity, vanilla, sweet, Almond Milk, Heliotrope, Cotton Flower"
4711 Acqua Colonia Intense Floral Fields of Ireland 4711,"white floral, citrus, floral, yellow floral, fruity, powdery, woody, sweet, Osmanthus, Mandarin Orange, Lemon, Mimosa, Orange Blossom, Jasmine, Oriental Woodsy notes, Cedar, Sandalwood"
4711 Magnolia Eau de Cologne 4711,"floral, citrus, woody, white floral, musky, powdery, Mandarin Orange, Sweet Orange, Pink Pepper, Magnolia, Freesia, Jasmine, Cashmeran, Sandalwood"
Shahi Eau de Cologne 4711,"aromatic, citrus, woody, fresh spicy, floral, musky, yellow floral, sweet, Bergamot, Orange, Lemon, Neroli, Ylang-Ylang, Rosemary, Coriander, Carnation, Vetiver, Musk"
Epione A Wing & A Prayer Perfumes,"floral, white floral, amber, rose, citrus, tropical, vanilla, fresh, aromatic, lactonic, Neroli, Rose, Jasmine, Frangipani, Tonka Bean, Amber"
WF/2020 A.N. Other,"musky, floral, woody, rose, warm spicy, leather, citrus, patchouli, fresh spicy, powdery, Bergamot, Ambrette (Musk Mallow), Saffron, Rose, Pomegranate, Peony, Patchouli, Suede, Musk"
Charming Jasmine A'pieu,"citrus, white floral, fresh, floral, green, lavender, Mandarin Orange, Neroli, Bergamot, Jasmine, Lavender, Violet, Jasmine Tea, Musk"
Graceful Rose A'pieu,"citrus, fresh spicy, rose, aromatic, green, floral, herbal, Bergamot, Geranium, Lemon, Bulgarian Rose, Rose, Green Notes"
Lovely Peony A'pieu,"floral, rose, fresh, white floral, fruity, leather, warm spicy, musky, Red Apple, Peony, Carnation, Rose, Jasmine, Suede"
Romantic Freesia A'pieu,"citrus, floral, sweet, white floral, fresh, rose, fruity, patchouli, musky, green, Pear, Lemon, Orange, Lime, Tangerine, Freesia, Rose, Lily-of-the-Valley, Musk, Patchouli"
LILY OF THE VALLEY AAP PERFUMES,"white floral, woody, powdery, patchouli, tuberose, amber, musky, warm spicy, fresh, animalic, Tuberose, Jasmine, Musk, Lily-of-the-Valley, Patchouli, Amber, Sandalwood"
MYSTERIES OF WOOD AAP PERFUMES,"powdery, fruity, woody, violet, green, iris, rose, musky, floral, Peach, Green Notes, Black Currant, Rose, Iris, Musk, Cedar, Iris, Violet"
Amboise 12 Parfumeurs Francais,"woody, leather, amber, smoky, animalic, fruity, fresh spicy, citrus, balsamic, rose, Incense, Citruses, Rose, Pomegranate, Cedar, Leather, Amber, Musk"
Le Roi Soleil 12 Parfumeurs Francais,"citrus, fresh spicy, leather, aromatic, woody, animalic, earthy, smoky, Grapefruit, Bergamot, Leather, Pepper, Vetiver, Patchouli, Incense"
Spellbinder 13th Floor Fragrance,"woody, amber, powdery, smoky, white floral, balsamic, warm spicy, sweet, violet, musky, Blackberry, Bergamot, Tangerine, Rhubarb, Jasmine, Violet, Ylang-Ylang, Cardamom, Nutmeg, Incense, Cashmeran, Sandalwood, Tobacco, Cedar"
